eth_src,eth_dst,eth_type,ip_version,ip_ihl,ip_tos,ip_len,ip_id,ip_flags,ip_frag,ip_ttl,ip_proto,ip_chksum,ip_src,ip_dst,ip_options,tcp_sport,tcp_dport,tcp_seq,tcp_ack,tcp_dataofs,tcp_reserved,tcp_flags,tcp_window,tcp_chksum,tcp_urgptr,tcp_options,tcp_flag_fin,tcp_flag_syn,tcp_flag_rst,tcp_flag_psh,tcp_flag_ack,tcp_flag_urg,tcp_flag_ece,tcp_flag_cwr,tcp_flag_ns,udp_sport,udp_dport,udp_len,udp_chksum,icmp_type,icmp_code,icmp_chksum,icmp_id,icmp_seq,arp_hwtype,arp_ptype,arp_hwlen,arp_plen,arp_op,arp_hwsrc,arp_psrc,arp_hwdst,arp_pdst,dns_id,dns_qr,dns_opcode,dns_aa,dns_tc,dns_rd,dns_ra,dns_z,dns_ad,dns_cd,dns_rcode,dns_qdcount,dns_ancount,dns_nscount,dns_arcount,dns_qname,dns_qtype,dns_qclass,dns_rrname,dns_rrtype,dns_rrclass,dns_rrttl,dns_rdata,http_method,http_host,http_path,http_user_agent,http_accept,http_accept_language,http_accept_encoding,http_connection,http_status_code,http_server,http_content_type,raw_load,time,Label
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,27788.0,DF,0.0,64.0,6.0,51904.0,10.211.55.5,192.168.1.3,[],52254.0,80.0,3136091152.0,641563391.0,5.0,0.0,A,251.0,36525.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.674817,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,183.0,27789.0,DF,0.0,64.0,6.0,51760.0,10.211.55.5,192.168.1.3,[],52254.0,80.0,3136091152.0,641563391.0,5.0,0.0,PA,251.0,39406.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET,192.168.1.3,/,python-httpx/0.26.0,*/*,,"gzip, deflate, br",keep-alive,,,,,1717026066.674979,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20117.0,,0.0,128.0,6.0,59575.0,192.168.1.3,10.211.55.5,[],80.0,52254.0,641563391.0,3136091295.0,5.0,0.0,A,16384.0,20249.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.675019,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,1109.0,20118.0,,0.0,128.0,6.0,58505.0,192.168.1.3,10.211.55.5,[],80.0,52254.0,641563391.0,3136091295.0,5.0,0.0,PA,16384.0,16426.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Apache/2.4.53 (Unix) OpenSSL/1.1.1o PHP/8.1.6 mod_perl/2.0.12 Perl/v5.34.1,text/html,"<!DOCTYPE html>
<html>
	<head>
		<meta charset=""utf-8"">
		<title>Login</title>
		<link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.7.1/css/all.css"">
		<link href=""style.css"" rel=""stylesheet"" type=""text/css"">
	</head>
	<body>
		<div class=""login"">
			<h1>Login</h1>
			<form action=""authenticate.php"" method=""post"">
				<label for=""username"">
					<i class=""fas fa-user""></i>
				</label>
				<input type=""text"" name=""username"" placeholder=""Username"" id=""username"" required>
				<label for=""password"">
					<i class=""fas fa-lock""></i>
				</label>
				<input type=""password"" name=""password"" placeholder=""Password"" id=""password"" required>
				<input type=""submit"" value=""Login"">
			</form>
		</div>
	</body>
</html>",1717026066.675413,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,27790.0,DF,0.0,64.0,6.0,51902.0,10.211.55.5,192.168.1.3,[],52254.0,80.0,3136091295.0,641564460.0,5.0,0.0,A,249.0,35315.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.675523,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,27791.0,DF,0.0,64.0,6.0,51901.0,10.211.55.5,192.168.1.3,[],52254.0,80.0,3136091295.0,641564460.0,5.0,0.0,FA,249.0,35314.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.675878,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20119.0,,0.0,128.0,6.0,59573.0,192.168.1.3,10.211.55.5,[],80.0,52254.0,641564460.0,3136091296.0,5.0,0.0,A,16384.0,19179.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.67594,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20120.0,,0.0,128.0,6.0,59572.0,192.168.1.3,10.211.55.5,[],80.0,52254.0,641564460.0,3136091296.0,5.0,0.0,FA,16384.0,19178.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.676033,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,0.0,DF,0.0,64.0,6.0,14157.0,10.211.55.5,192.168.1.3,[],52254.0,80.0,3136091296.0,641564461.0,5.0,0.0,A,249.0,35313.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.676156,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,60.0,34257.0,DF,0.0,64.0,6.0,45415.0,10.211.55.5,192.168.1.3,[],52270.0,80.0,2016328429.0,0.0,10.0,0.0,S,32120.0,40287.0,0.0,"[('MSS', 1460), ('SAckOK', b''), ('Timestamp', (659096257, 0)), ('NOP', None), ('WScale', 7)]",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.691273,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,48.0,20121.0,,0.0,128.0,6.0,59563.0,192.168.1.3,10.211.55.5,[],80.0,52270.0,1137297169.0,2016328430.0,7.0,0.0,SA,32768.0,62995.0,0.0,"[('MSS', 1460), ('WScale', 1), ('NOP', None)]",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.693385,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,34258.0,DF,0.0,64.0,6.0,45434.0,10.211.55.5,192.168.1.3,[],52270.0,80.0,2016328430.0,1137297170.0,5.0,0.0,A,251.0,41182.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.693573,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,183.0,34259.0,DF,0.0,64.0,6.0,45290.0,10.211.55.5,192.168.1.3,[],52270.0,80.0,2016328430.0,1137297170.0,5.0,0.0,PA,251.0,44063.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET,192.168.1.3,/,python-httpx/0.26.0,*/*,,"gzip, deflate, br",keep-alive,,,,,1717026066.69375,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20122.0,,0.0,128.0,6.0,59570.0,192.168.1.3,10.211.55.5,[],80.0,52270.0,1137297170.0,2016328573.0,5.0,0.0,A,16384.0,24906.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.693806,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,1109.0,20123.0,,0.0,128.0,6.0,58500.0,192.168.1.3,10.211.55.5,[],80.0,52270.0,1137297170.0,2016328573.0,5.0,0.0,PA,16384.0,21083.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Apache/2.4.53 (Unix) OpenSSL/1.1.1o PHP/8.1.6 mod_perl/2.0.12 Perl/v5.34.1,text/html,"<!DOCTYPE html>
<html>
	<head>
		<meta charset=""utf-8"">
		<title>Login</title>
		<link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.7.1/css/all.css"">
		<link href=""style.css"" rel=""stylesheet"" type=""text/css"">
	</head>
	<body>
		<div class=""login"">
			<h1>Login</h1>
			<form action=""authenticate.php"" method=""post"">
				<label for=""username"">
					<i class=""fas fa-user""></i>
				</label>
				<input type=""text"" name=""username"" placeholder=""Username"" id=""username"" required>
				<label for=""password"">
					<i class=""fas fa-lock""></i>
				</label>
				<input type=""password"" name=""password"" placeholder=""Password"" id=""password"" required>
				<input type=""submit"" value=""Login"">
			</form>
		</div>
	</body>
</html>",1717026066.694213,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,34260.0,DF,0.0,64.0,6.0,45432.0,10.211.55.5,192.168.1.3,[],52270.0,80.0,2016328573.0,1137298239.0,5.0,0.0,A,249.0,39972.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.694325,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,34261.0,DF,0.0,64.0,6.0,45431.0,10.211.55.5,192.168.1.3,[],52270.0,80.0,2016328573.0,1137298239.0,5.0,0.0,FA,249.0,39971.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.694695,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20124.0,,0.0,128.0,6.0,59568.0,192.168.1.3,10.211.55.5,[],80.0,52270.0,1137298239.0,2016328574.0,5.0,0.0,A,16384.0,23836.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.694768,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20125.0,,0.0,128.0,6.0,59567.0,192.168.1.3,10.211.55.5,[],80.0,52270.0,1137298239.0,2016328574.0,5.0,0.0,FA,16384.0,23835.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.694884,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,0.0,DF,0.0,64.0,6.0,14157.0,10.211.55.5,192.168.1.3,[],52270.0,80.0,2016328574.0,1137298240.0,5.0,0.0,A,249.0,39970.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.694987,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,60.0,49045.0,DF,0.0,64.0,6.0,30627.0,10.211.55.5,192.168.1.3,[],52274.0,80.0,245544206.0,0.0,10.0,0.0,S,32120.0,3252.0,0.0,"[('MSS', 1460), ('SAckOK', b''), ('Timestamp', (659096276, 0)), ('NOP', None), ('WScale', 7)]",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.710326,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,48.0,20126.0,,0.0,128.0,6.0,59558.0,192.168.1.3,10.211.55.5,[],80.0,52274.0,1888580215.0,245544207.0,7.0,0.0,SA,32768.0,36173.0,0.0,"[('MSS', 1460), ('WScale', 1), ('NOP', None)]",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.712902,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,49046.0,DF,0.0,64.0,6.0,30646.0,10.211.55.5,192.168.1.3,[],52274.0,80.0,245544207.0,1888580216.0,5.0,0.0,A,251.0,14360.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.713101,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,183.0,49047.0,DF,0.0,64.0,6.0,30502.0,10.211.55.5,192.168.1.3,[],52274.0,80.0,245544207.0,1888580216.0,5.0,0.0,PA,251.0,17241.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET,192.168.1.3,/,python-httpx/0.26.0,*/*,,"gzip, deflate, br",keep-alive,,,,,1717026066.713277,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20127.0,,0.0,128.0,6.0,59565.0,192.168.1.3,10.211.55.5,[],80.0,52274.0,1888580216.0,245544350.0,5.0,0.0,A,16384.0,63619.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.713326,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,1109.0,20128.0,,0.0,128.0,6.0,58495.0,192.168.1.3,10.211.55.5,[],80.0,52274.0,1888580216.0,245544350.0,5.0,0.0,PA,16384.0,59796.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Apache/2.4.53 (Unix) OpenSSL/1.1.1o PHP/8.1.6 mod_perl/2.0.12 Perl/v5.34.1,text/html,"<!DOCTYPE html>
<html>
	<head>
		<meta charset=""utf-8"">
		<title>Login</title>
		<link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.7.1/css/all.css"">
		<link href=""style.css"" rel=""stylesheet"" type=""text/css"">
	</head>
	<body>
		<div class=""login"">
			<h1>Login</h1>
			<form action=""authenticate.php"" method=""post"">
				<label for=""username"">
					<i class=""fas fa-user""></i>
				</label>
				<input type=""text"" name=""username"" placeholder=""Username"" id=""username"" required>
				<label for=""password"">
					<i class=""fas fa-lock""></i>
				</label>
				<input type=""password"" name=""password"" placeholder=""Password"" id=""password"" required>
				<input type=""submit"" value=""Login"">
			</form>
		</div>
	</body>
</html>",1717026066.713896,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,49048.0,DF,0.0,64.0,6.0,30644.0,10.211.55.5,192.168.1.3,[],52274.0,80.0,245544350.0,1888581285.0,5.0,0.0,A,249.0,13150.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.71403,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,49049.0,DF,0.0,64.0,6.0,30643.0,10.211.55.5,192.168.1.3,[],52274.0,80.0,245544350.0,1888581285.0,5.0,0.0,FA,249.0,13149.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.714413,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20129.0,,0.0,128.0,6.0,59563.0,192.168.1.3,10.211.55.5,[],80.0,52274.0,1888581285.0,245544351.0,5.0,0.0,A,16384.0,62549.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.71447,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20130.0,,0.0,128.0,6.0,59562.0,192.168.1.3,10.211.55.5,[],80.0,52274.0,1888581285.0,245544351.0,5.0,0.0,FA,16384.0,62548.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.714609,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,0.0,DF,0.0,64.0,6.0,14157.0,10.211.55.5,192.168.1.3,[],52274.0,80.0,245544351.0,1888581286.0,5.0,0.0,A,249.0,13148.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.714699,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,60.0,22383.0,DF,0.0,64.0,6.0,57289.0,10.211.55.5,192.168.1.3,[],52290.0,80.0,4148272675.0,0.0,10.0,0.0,S,32120.0,15067.0,0.0,"[('MSS', 1460), ('SAckOK', b''), ('Timestamp', (659096296, 0)), ('NOP', None), ('WScale', 7)]",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.730909,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,48.0,20131.0,,0.0,128.0,6.0,59553.0,192.168.1.3,10.211.55.5,[],80.0,52290.0,152895144.0,4148272676.0,7.0,0.0,SA,32768.0,38604.0,0.0,"[('MSS', 1460), ('WScale', 1), ('NOP', None)]",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.732565,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,22384.0,DF,0.0,64.0,6.0,57308.0,10.211.55.5,192.168.1.3,[],52290.0,80.0,4148272676.0,152895145.0,5.0,0.0,A,251.0,16791.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.732714,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,183.0,22385.0,DF,0.0,64.0,6.0,57164.0,10.211.55.5,192.168.1.3,[],52290.0,80.0,4148272676.0,152895145.0,5.0,0.0,PA,251.0,19672.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET,192.168.1.3,/,python-httpx/0.26.0,*/*,,"gzip, deflate, br",keep-alive,,,,,1717026066.732852,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20132.0,,0.0,128.0,6.0,59560.0,192.168.1.3,10.211.55.5,[],80.0,52290.0,152895145.0,4148272819.0,5.0,0.0,A,16384.0,515.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.732905,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,1109.0,20133.0,,0.0,128.0,6.0,58490.0,192.168.1.3,10.211.55.5,[],80.0,52290.0,152895145.0,4148272819.0,5.0,0.0,PA,16384.0,62227.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,Apache/2.4.53 (Unix) OpenSSL/1.1.1o PHP/8.1.6 mod_perl/2.0.12 Perl/v5.34.1,text/html,"<!DOCTYPE html>
<html>
	<head>
		<meta charset=""utf-8"">
		<title>Login</title>
		<link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.7.1/css/all.css"">
		<link href=""style.css"" rel=""stylesheet"" type=""text/css"">
	</head>
	<body>
		<div class=""login"">
			<h1>Login</h1>
			<form action=""authenticate.php"" method=""post"">
				<label for=""username"">
					<i class=""fas fa-user""></i>
				</label>
				<input type=""text"" name=""username"" placeholder=""Username"" id=""username"" required>
				<label for=""password"">
					<i class=""fas fa-lock""></i>
				</label>
				<input type=""password"" name=""password"" placeholder=""Password"" id=""password"" required>
				<input type=""submit"" value=""Login"">
			</form>
		</div>
	</body>
</html>",1717026066.733265,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,22386.0,DF,0.0,64.0,6.0,57306.0,10.211.55.5,192.168.1.3,[],52290.0,80.0,4148272819.0,152896214.0,5.0,0.0,A,249.0,15581.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.733375,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,22387.0,DF,0.0,64.0,6.0,57305.0,10.211.55.5,192.168.1.3,[],52290.0,80.0,4148272819.0,152896214.0,5.0,0.0,FA,249.0,15580.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.733706,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20134.0,,0.0,128.0,6.0,59558.0,192.168.1.3,10.211.55.5,[],80.0,52290.0,152896214.0,4148272820.0,5.0,0.0,A,16384.0,64980.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.733759,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20135.0,,0.0,128.0,6.0,59557.0,192.168.1.3,10.211.55.5,[],80.0,52290.0,152896214.0,4148272820.0,5.0,0.0,FA,16384.0,64979.0,0.0,[],F,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.733857,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,0.0,DF,0.0,64.0,6.0,14157.0,10.211.55.5,192.168.1.3,[],52290.0,80.0,4148272820.0,152896215.0,5.0,0.0,A,249.0,15579.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.733968,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,60.0,9471.0,DF,0.0,64.0,6.0,4666.0,10.211.55.5,192.168.1.3,[],52294.0,80.0,3792827058.0,0.0,10.0,0.0,S,32120.0,64356.0,0.0,"[('MSS', 1460), ('SAckOK', b''), ('Timestamp', (659096315, 0)), ('NOP', None), ('WScale', 7)]",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.749779,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,48.0,20136.0,,0.0,128.0,6.0,59548.0,192.168.1.3,10.211.55.5,[],80.0,52294.0,1240957188.0,3792827059.0,7.0,0.0,SA,32768.0,37938.0,0.0,"[('MSS', 1460), ('WScale', 1), ('NOP', None)]",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.751573,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,40.0,9472.0,DF,0.0,64.0,6.0,4685.0,10.211.55.5,192.168.1.3,[],52294.0,80.0,3792827059.0,1240957189.0,5.0,0.0,A,251.0,16125.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.751727,Ddos
00:1c:42:44:28:45,00:1c:42:00:00:18,2048,4.0,5.0,0.0,183.0,9473.0,DF,0.0,64.0,6.0,4541.0,10.211.55.5,192.168.1.3,[],52294.0,80.0,3792827059.0,1240957189.0,5.0,0.0,PA,251.0,19006.0,0.0,[],,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET,192.168.1.3,/,python-httpx/0.26.0,*/*,,"gzip, deflate, br",keep-alive,,,,,1717026066.751878,Ddos
00:1c:42:00:00:18,00:1c:42:44:28:45,2048,4.0,5.0,0.0,40.0,20137.0,,0.0,128.0,6.0,59555.0,192.168.1.3,10.211.55.5,[],80.0,52294.0,1240957189.0,3792827202.0,5.0,0.0,A,16384.0,65384.0,0.0,[],,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717026066.751922,Ddos
